symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BRKHW,2024-03-07 05:00:00+00:00,0.157,0.1585,0.155,0.155,6708.0,12.0,0.156966
BPTH,2024-03-07 05:00:00+00:00,6.34,6.34,5.92,6.23,24640.0,8558.0,6.161787
ABUS,2024-03-07 05:00:00+00:00,2.73,2.755,2.68,2.7,405354.0,2631.0,2.711764
ACT,2024-03-07 05:00:00+00:00,28.59,28.98,28.575,28.63,171279.0,4125.0,28.67934
AIH,2024-03-07 05:00:00+00:00,0.505,0.515,0.471,0.4802,73686.0,152.0,0.494002
AMRN,2024-03-07 05:00:00+00:00,0.95,0.9681,0.9101,0.927,2039305.0,4124.0,0.938369
AOUT,2024-03-07 05:00:00+00:00,7.97,8.57,7.97,8.4,38206.0,554.0,8.289384
CBRL,2024-03-07 05:00:00+00:00,69.06,69.47,67.985,69.06,446096.0,8511.0,68.840436
CAN,2024-03-07 05:00:00+00:00,1.54,1.58,1.48,1.51,9046549.0,19416.0,1.518313
CCEP,2024-03-07 05:00:00+00:00,69.51,70.62,69.48,70.56,1050823.0,15144.0,70.250397
AGMH,2024-03-07 05:00:00+00:00,2.05,2.18,2.04,2.04,110420.0,235.0,2.107002
AREBW,2024-03-07 05:00:00+00:00,0.0106,0.0107,0.0063,0.0063,41694.0,27.0,0.009909
COCH,2024-03-07 05:00:00+00:00,10.0,11.46,6.7,7.69,659527.0,6117.0,8.923316
AVO,2024-03-07 05:00:00+00:00,10.89,11.04,10.89,10.98,201175.0,2880.0,10.973943
BILI,2024-03-07 05:00:00+00:00,9.89,10.78,9.86,10.6,16159905.0,90267.0,10.334816
CKPT,2024-03-07 05:00:00+00:00,2.21,2.21,2.11,2.17,251706.0,1660.0,2.164865
AFJKR,2024-03-07 05:00:00+00:00,0.23,0.23,0.23,0.23,102.0,1.0,0.23
BAOS,2024-03-07 05:00:00+00:00,3.6,3.79,3.33,3.5215,17470.0,160.0,3.549082
ABNB,2024-03-07 05:00:00+00:00,165.0,165.385,162.24,163.54,3795171.0,62320.0,164.08583
ABVX,2024-03-07 05:00:00+00:00,14.405,14.63,14.12,14.5,57768.0,507.0,14.336021
ACHL,2024-03-07 05:00:00+00:00,1.28,1.28,1.18,1.22,462605.0,861.0,1.230351
AEZS,2024-03-07 05:00:00+00:00,1.87,1.9699,1.83,1.85,19939.0,119.0,1.874929
ASTL,2024-03-07 05:00:00+00:00,8.03,8.1095,7.94,8.06,739077.0,6119.0,8.030014
CLEU,2024-03-07 05:00:00+00:00,1.58,1.62,1.44,1.46,233710.0,618.0,1.513448
CPZ,2024-03-07 05:00:00+00:00,15.13,15.13,14.93,14.99,43859.0,256.0,15.008898
ATMCR,2024-03-07 05:00:00+00:00,0.1022,0.1101,0.1022,0.1091,58100.0,17.0,0.102245
BNZI,2024-03-07 05:00:00+00:00,0.81,0.83,0.7001,0.745,770624.0,2478.0,0.785528
BRID,2024-03-07 05:00:00+00:00,10.43,10.43,10.3665,10.42,1885.0,62.0,10.409394
CASH,2024-03-07 05:00:00+00:00,51.66,51.9,51.1218,51.38,192180.0,4297.0,51.497358
CETY,2024-03-07 05:00:00+00:00,0.671,0.7335,0.671,0.685,78165.0,386.0,0.708653
BHF,2024-03-07 05:00:00+00:00,46.19,46.71,45.81,45.86,436223.0,10387.0,46.067629
AAGRW,2024-03-07 05:00:00+00:00,0.0165,0.0165,0.011,0.0111,14230.0,31.0,0.01109
ALRS,2024-03-07 05:00:00+00:00,21.95,22.36,21.82,22.0,45414.0,1380.0,22.052244
API,2024-03-07 05:00:00+00:00,2.71,2.71,2.62,2.65,180627.0,1403.0,2.651617
CRVS,2024-03-07 05:00:00+00:00,2.17,2.34,2.0939,2.28,214951.0,1124.0,2.221855
BRY,2024-03-07 05:00:00+00:00,7.07,7.445,7.02,7.09,4084752.0,21558.0,7.222561
CMPX,2024-03-07 05:00:00+00:00,1.99,2.0,1.81,1.92,404310.0,1197.0,1.942082
COST,2024-03-07 05:00:00+00:00,779.11,787.08,777.0101,785.59,3906020.0,133314.0,782.179211
AFMD,2024-03-07 05:00:00+00:00,0.5799,0.6293,0.5601,0.5822,719615.0,1709.0,0.592882
BLDE,2024-03-07 05:00:00+00:00,3.59,3.875,3.57,3.84,961486.0,7337.0,3.766692
BTM,2024-03-07 05:00:00+00:00,2.36,2.42,2.33,2.38,118027.0,1164.0,2.374575
BUSE,2024-03-07 05:00:00+00:00,24.12,24.37,23.84,23.92,120393.0,2456.0,24.01252
AAON,2024-03-07 05:00:00+00:00,81.18,81.65,80.8,81.12,318707.0,7361.0,81.193483
ANDE,2024-03-07 05:00:00+00:00,53.54,54.72,53.2044,53.94,174703.0,4395.0,54.031346
AYRO,2024-03-07 05:00:00+00:00,1.6652,1.76,1.6652,1.76,23014.0,431.0,1.728369
CNSL,2024-03-07 05:00:00+00:00,4.28,4.32,4.27,4.31,386252.0,2518.0,4.294565
ACABW,2024-03-07 05:00:00+00:00,0.0539,0.058,0.05,0.0501,2980.0,16.0,0.051519
ASMB,2024-03-07 05:00:00+00:00,13.22,13.94,13.0,13.288,6402.0,159.0,13.368363
BENFW,2024-03-07 05:00:00+00:00,0.01,0.01,0.0071,0.0077,6329.0,21.0,0.009771
ACTG,2024-03-07 05:00:00+00:00,3.94,4.03,3.94,4.01,83698.0,786.0,4.004155
BFI,2024-03-07 05:00:00+00:00,0.632,0.65,0.61,0.6259,34829.0,180.0,0.61969
CHY,2024-03-07 05:00:00+00:00,12.04,12.0499,11.98,12.03,96410.0,435.0,12.009207
DASH,2024-03-07 05:00:00+00:00,133.53,134.1395,131.922,133.2,2897753.0,41324.0,132.860533
ACST,2024-03-07 05:00:00+00:00,3.45,3.45,3.3117,3.4,21165.0,224.0,3.377479
CDXC,2024-03-07 05:00:00+00:00,1.75,1.75,1.57,1.6,228066.0,894.0,1.63296
CSGP,2024-03-07 05:00:00+00:00,88.34,88.61,84.93,85.35,2374019.0,35899.0,85.804333
ACLX,2024-03-07 05:00:00+00:00,73.68,75.1,70.59,70.77,620587.0,10927.0,72.251974
AY,2024-03-07 05:00:00+00:00,17.99,18.245,17.86,18.15,543340.0,5725.0,18.10416
CHW,2024-03-07 05:00:00+00:00,6.29,6.36,6.29,6.35,193041.0,755.0,6.336838
ALVOW,2024-03-07 05:00:00+00:00,4.45,4.45,4.45,4.45,1022.0,9.0,4.439149
ANIP,2024-03-07 05:00:00+00:00,66.57,67.13,65.53,66.71,195286.0,4737.0,66.460252
ANAB,2024-03-07 05:00:00+00:00,25.54,25.64,24.6,24.63,141463.0,2646.0,24.886357
CLNNW,2024-03-07 05:00:00+00:00,0.0383,0.06,0.0383,0.05,3200.0,5.0,0.049931
CODA,2024-03-07 05:00:00+00:00,5.7426,5.7426,5.65,5.7,3720.0,42.0,5.669296
CZWI,2024-03-07 05:00:00+00:00,12.0,12.1999,11.982,12.06,25536.0,350.0,12.090688
BAFN,2024-03-07 05:00:00+00:00,12.987,13.0,12.987,12.99,2460.0,45.0,12.978509
CENTA,2024-03-07 05:00:00+00:00,35.75,36.02,35.625,35.83,222969.0,4594.0,35.831014
CHK,2024-03-07 05:00:00+00:00,81.99,82.17,81.23,81.53,1224948.0,24258.0,81.758826
AERT,2024-03-07 05:00:00+00:00,2.2,2.35,2.17,2.26,25354.0,386.0,2.205982
CACO,2024-03-07 05:00:00+00:00,0.501,0.5588,0.5,0.52,20820.0,154.0,0.540213
CHI,2024-03-07 05:00:00+00:00,11.22,11.26,11.16,11.23,160547.0,668.0,11.228653
CSSE,2024-03-07 05:00:00+00:00,0.189,0.19,0.16,0.17,423046.0,860.0,0.173648
ADOCW,2024-03-07 05:00:00+00:00,0.05,0.0636,0.047,0.06,97198.0,68.0,0.052001
APA,2024-03-07 05:00:00+00:00,30.53,30.917,30.42,30.55,4729885.0,44514.0,30.634119
AUVI,2024-03-07 05:00:00+00:00,1.74,2.0,1.73,1.92,286388.0,1183.0,1.91162
BNTX,2024-03-07 05:00:00+00:00,91.39,91.89,90.64,91.09,292070.0,5859.0,91.237473
CARE,2024-03-07 05:00:00+00:00,13.38,13.49,13.06,13.1,23838.0,526.0,13.174395
CLAR,2024-03-07 05:00:00+00:00,5.6,5.64,5.25,5.27,329595.0,4014.0,5.371902
AKTX,2024-03-07 05:00:00+00:00,2.18,2.2499,2.18,2.22,1678.0,40.0,2.217917
BPYPM,2024-03-07 05:00:00+00:00,13.19,13.66,13.19,13.6,51055.0,916.0,13.5199
CSIQ,2024-03-07 05:00:00+00:00,20.43,20.92,20.1613,20.76,1624672.0,10154.0,20.662921
AKBA,2024-03-07 05:00:00+00:00,1.5,1.56,1.46,1.46,2194059.0,5963.0,1.507194
ALLO,2024-03-07 05:00:00+00:00,5.7,5.73,5.355,5.57,1558178.0,14108.0,5.557191
CCCC,2024-03-07 05:00:00+00:00,10.96,11.37,10.42,10.58,2358570.0,20055.0,10.719264
COGT,2024-03-07 05:00:00+00:00,6.95,7.0499,6.69,6.72,1235212.0,10759.0,6.820857
AXTI,2024-03-07 05:00:00+00:00,4.76,4.84,4.48,4.49,917537.0,7775.0,4.657387
ABAT,2024-03-07 05:00:00+00:00,2.14,2.25,2.07,2.25,350604.0,2240.0,2.166039
BKCC,2024-03-07 05:00:00+00:00,3.75,3.79,3.7364,3.76,119618.0,609.0,3.763273
ALXO,2024-03-07 05:00:00+00:00,14.85,16.39,14.69,16.24,298644.0,5069.0,15.896635
AURA,2024-03-07 05:00:00+00:00,9.0,9.045,8.61,8.74,149023.0,3057.0,8.871187
BZ,2024-03-07 05:00:00+00:00,16.77,17.04,16.425,16.98,3013152.0,24204.0,16.829762
CMPOW,2024-03-07 05:00:00+00:00,0.36,0.6,0.36,0.46,575829.0,1006.0,0.497088
CHSCL,2024-03-07 05:00:00+00:00,26.29,26.35,26.2899,26.35,29615.0,233.0,26.315459
CJET,2024-03-07 05:00:00+00:00,0.35,0.3622,0.3301,0.35,51118.0,121.0,0.348275
CMMB,2024-03-07 05:00:00+00:00,0.7131,0.82,0.713,0.8,285916.0,674.0,0.779855
CSLMW,2024-03-07 05:00:00+00:00,0.15,0.15,0.1255,0.1255,2700.0,15.0,0.1453
ASTH,2024-03-07 05:00:00+00:00,43.61,45.39,43.61,44.71,185427.0,3911.0,44.710851
DCPH,2024-03-07 05:00:00+00:00,17.05,17.14,16.78,16.93,476776.0,4039.0,16.944783
ACRS,2024-03-07 05:00:00+00:00,1.44,1.45,1.325,1.35,850045.0,4290.0,1.374467
CDT,2024-03-07 05:00:00+00:00,2.715,2.715,2.65,2.65,25078.0,455.0,2.654562
CLOE,2024-03-07 05:00:00+00:00,11.75,11.75,11.75,11.75,110.0,6.0,11.770415
CRBU,2024-03-07 05:00:00+00:00,7.45,7.74,7.32,7.4,1149060.0,10741.0,7.453605
ALCO,2024-03-07 05:00:00+00:00,27.2357,27.3,27.0,27.1,11986.0,338.0,27.107385
ARTNA,2024-03-07 05:00:00+00:00,35.86,36.51,35.655,35.89,25483.0,871.0,36.002947
AVIR,2024-03-07 05:00:00+00:00,4.05,4.17,4.05,4.08,332008.0,2977.0,4.111772
AZN,2024-03-07 05:00:00+00:00,65.82,66.51,65.73,66.19,4607671.0,46404.0,66.135378
BELFB,2024-03-07 05:00:00+00:00,56.53,57.75,56.49,57.32,104142.0,3632.0,57.331131
BTBT,2024-03-07 05:00:00+00:00,2.34,2.425,2.27,2.33,4543682.0,12222.0,2.362669
CDROW,2024-03-07 05:00:00+00:00,0.5017,0.6175,0.5016,0.6033,12387.0,110.0,0.541485
AMKR,2024-03-07 05:00:00+00:00,35.63,37.0,35.5,36.09,1070766.0,18152.0,36.114221
ARBE,2024-03-07 05:00:00+00:00,1.79,1.8,1.395,1.56,381810.0,2453.0,1.655712
ASNS,2024-03-07 05:00:00+00:00,1.08,1.1,1.0701,1.0701,4424.0,89.0,1.091612
AWIN,2024-03-07 05:00:00+00:00,0.0884,0.0966,0.0884,0.0923,352715.0,4727.0,0.092768
BCAN,2024-03-07 05:00:00+00:00,0.1399,0.141,0.13,0.1404,300220.0,490.0,0.137952
BITF,2024-03-07 05:00:00+00:00,2.56,2.59,2.37,2.51,23292446.0,35347.0,2.49741
CISO,2024-03-07 05:00:00+00:00,0.1,0.1,0.09,0.0915,3264993.0,25145.0,0.093554
CVKD,2024-03-07 05:00:00+00:00,0.645,0.69,0.6105,0.6447,50521.0,255.0,0.631495
AACIW,2024-03-07 05:00:00+00:00,0.027,0.027,0.027,0.027,100.0,1.0,0.027
AMCX,2024-03-07 05:00:00+00:00,12.6,12.78,11.92,12.05,564398.0,9036.0,12.136713
ANSS,2024-03-07 05:00:00+00:00,338.71,340.88,335.41,339.37,339140.0,9659.0,339.055849
BREZ,2024-03-07 05:00:00+00:00,11.71,11.71,11.41,11.42,5197.0,47.0,11.652989
CLPS,2024-03-07 05:00:00+00:00,1.085,1.15,1.08,1.125,45509.0,95.0,1.131825
CSTL,2024-03-07 05:00:00+00:00,21.62,21.62,20.37,20.75,335348.0,4950.0,20.80983
CVAC,2024-03-07 05:00:00+00:00,3.33,3.3488,3.27,3.33,499555.0,2324.0,3.306042
CWBC,2024-03-07 05:00:00+00:00,14.81,15.43,14.81,14.95,7614.0,119.0,15.09096
AFRIW,2024-03-07 05:00:00+00:00,1.2,1.33,1.19,1.33,5627.0,32.0,1.227238
AGNCP,2024-03-07 05:00:00+00:00,23.51,23.51,23.4002,23.47,27684.0,374.0,23.451153
ATRA,2024-03-07 05:00:00+00:00,0.72,0.7249,0.6815,0.6963,867861.0,3179.0,0.695548
BAERW,2024-03-07 05:00:00+00:00,0.1999,0.2,0.1603,0.1999,7510.0,12.0,0.188652
DAIO,2024-03-07 05:00:00+00:00,3.56,3.5725,3.45,3.5,4536.0,82.0,3.532774
AOSL,2024-03-07 05:00:00+00:00,23.2,25.0092,23.2,24.58,135014.0,3409.0,24.517227
ATEC,2024-03-07 05:00:00+00:00,13.15,13.23,12.705,12.89,1649152.0,15906.0,12.884347
CYCN,2024-03-07 05:00:00+00:00,2.9,3.148,2.9,3.1,1872.0,68.0,3.063862
BEAT,2024-03-07 05:00:00+00:00,1.68,2.3444,1.44,2.05,2417848.0,9649.0,2.058537
BGXX,2024-03-07 05:00:00+00:00,0.2294,0.2317,0.2111,0.2159,392329.0,1432.0,0.22482
CAUD,2024-03-07 05:00:00+00:00,0.9404,1.02,0.9376,0.97,73734.0,238.0,0.969092
CDZI,2024-03-07 05:00:00+00:00,2.94,2.9538,2.77,2.82,177046.0,2130.0,2.831135
CPIX,2024-03-07 05:00:00+00:00,2.0605,2.1,2.0,2.1,10281.0,148.0,2.056095
CSTE,2024-03-07 05:00:00+00:00,4.48,4.48,4.32,4.4,39604.0,354.0,4.399487
ACNT,2024-03-07 05:00:00+00:00,10.65,10.65,10.37,10.37,3834.0,90.0,10.498204
BIAF,2024-03-07 05:00:00+00:00,1.6,1.7,1.41,1.55,393848.0,1588.0,1.582108
BIDU,2024-03-07 05:00:00+00:00,98.78,98.88,96.58,97.81,3619274.0,53546.0,97.504361
CBAT,2024-03-07 05:00:00+00:00,1.0,1.0799,1.0,1.04,160262.0,798.0,1.049651
AHG,2024-03-07 05:00:00+00:00,1.42,1.4394,1.35,1.35,11647.0,116.0,1.406549
ALRM,2024-03-07 05:00:00+00:00,73.89,74.9,73.4,74.49,269812.0,6247.0,74.398163
AQST,2024-03-07 05:00:00+00:00,5.12,5.75,4.83,5.68,5816767.0,24962.0,5.391691
BANF,2024-03-07 05:00:00+00:00,89.98,90.68,88.54,88.79,43882.0,1944.0,89.202611
BTAI,2024-03-07 05:00:00+00:00,2.96,3.075,2.92,3.04,382574.0,2694.0,2.994611
CYN,2024-03-07 05:00:00+00:00,0.1721,0.1868,0.164,0.18,5563701.0,6142.0,0.174122
CDW,2024-03-07 05:00:00+00:00,248.25,249.5,247.2701,248.34,472083.0,13464.0,248.412227
CTBI,2024-03-07 05:00:00+00:00,40.95,40.97,40.49,40.72,28398.0,737.0,40.688775
DSGX,2024-03-07 05:00:00+00:00,87.57,93.571,87.35,91.59,330358.0,6659.0,91.615024
ETSY,2024-03-07 05:00:00+00:00,68.95,69.73,68.22,68.4,2611690.0,38717.0,68.77703
IMUX,2024-03-07 05:00:00+00:00,1.49,1.52,1.43,1.46,478343.0,3158.0,1.462426
KLXE,2024-03-07 05:00:00+00:00,7.57,8.0,7.49,7.51,311821.0,2666.0,7.638869
ERIC,2024-03-07 05:00:00+00:00,5.56,5.615,5.55,5.58,15960962.0,18326.0,5.580902
IHRT,2024-03-07 05:00:00+00:00,2.02,2.19,2.01,2.16,733454.0,4927.0,2.132174
LCNB,2024-03-07 05:00:00+00:00,14.35,14.7,14.32,14.33,23398.0,725.0,14.426241
ESLA,2024-03-07 05:00:00+00:00,1.1,1.169,0.95,1.0699,84239.0,424.0,1.067884
GTLB,2024-03-07 05:00:00+00:00,61.78,62.6199,58.48,59.08,4681914.0,60688.0,59.514009
ISPR,2024-03-07 05:00:00+00:00,9.77,9.935,9.7,9.83,48725.0,954.0,9.813114
JAGX,2024-03-07 05:00:00+00:00,0.0884,0.0897,0.0734,0.0817,40391131.0,26071.0,0.080399
ENVX,2024-03-07 05:00:00+00:00,9.45,9.53,9.24,9.3,2741868.0,19825.0,9.313289
FITBI,2024-03-07 05:00:00+00:00,25.79,25.83,25.705,25.82,24489.0,369.0,25.786566
FNCB,2024-03-07 05:00:00+00:00,5.9191,6.04,5.685,5.9,9332.0,400.0,5.933392
GLRE,2024-03-07 05:00:00+00:00,12.46,12.5,12.15,12.38,149701.0,1347.0,12.391707
GTIM,2024-03-07 05:00:00+00:00,2.58,2.64,2.56,2.61,14992.0,167.0,2.602242
HTBI,2024-03-07 05:00:00+00:00,26.13,26.3,25.5101,25.68,17484.0,521.0,25.850723
IESC,2024-03-07 05:00:00+00:00,113.64,116.7,113.2739,115.14,120869.0,3661.0,115.31099
EZFL,2024-03-07 05:00:00+00:00,1.8,1.95,1.65,1.85,163754.0,608.0,1.826674
GSHD,2024-03-07 05:00:00+00:00,80.5,81.31,77.57,81.1,148313.0,5331.0,80.667444
HSII,2024-03-07 05:00:00+00:00,32.27,33.12,32.09,32.92,101263.0,2389.0,32.869888
KTRA,2024-03-07 05:00:00+00:00,0.0942,0.099,0.094,0.0945,2153763.0,2430.0,0.09637
ECDAW,2024-03-07 05:00:00+00:00,0.04,0.04,0.025,0.025,21933.0,10.0,0.028778
EYEN,2024-03-07 05:00:00+00:00,1.73,1.75,1.6,1.72,1094514.0,4985.0,1.69561
HAYN,2024-03-07 05:00:00+00:00,59.42,59.56,59.2,59.46,124185.0,2368.0,59.367697
IMOS,2024-03-07 05:00:00+00:00,29.92,30.0,29.67,29.97,46620.0,696.0,29.815812
IMVT,2024-03-07 05:00:00+00:00,33.12,33.4349,32.38,32.44,872252.0,13801.0,32.6091
DWSN,2024-03-07 05:00:00+00:00,1.38,1.4,1.38,1.39,8172.0,56.0,1.388086
HSAI,2024-03-07 05:00:00+00:00,5.63,5.76,5.22,5.67,1271861.0,11267.0,5.5536
INVZ,2024-03-07 05:00:00+00:00,1.55,1.57,1.5,1.51,2011510.0,5893.0,1.528218
FIP,2024-03-07 05:00:00+00:00,4.97,5.19,4.97,5.19,452290.0,3555.0,5.102653
GAINL,2024-03-07 05:00:00+00:00,25.51,25.53,25.498,25.498,7129.0,59.0,25.502971
DGII,2024-03-07 05:00:00+00:00,29.39,30.1,29.37,29.67,105762.0,2857.0,29.732005
GLBZ,2024-03-07 05:00:00+00:00,6.3074,6.4296,6.3074,6.4296,4232.0,304.0,6.392222
ISSC,2024-03-07 05:00:00+00:00,8.25,8.25,8.14,8.25,33512.0,422.0,8.227489
JVA,2024-03-07 05:00:00+00:00,1.34,1.38,1.31,1.34,29705.0,155.0,1.35646
KSCP,2024-03-07 05:00:00+00:00,0.5,0.5,0.4805,0.4827,1100920.0,2003.0,0.489969
DOOO,2024-03-07 05:00:00+00:00,63.84,64.775,63.49,64.21,97027.0,2155.0,64.159498
FUND,2024-03-07 05:00:00+00:00,7.87,7.91,7.83,7.86,44835.0,169.0,7.877338
HTIA,2024-03-07 05:00:00+00:00,15.3917,15.46,15.1,15.1,12935.0,101.0,15.219339
IPHA,2024-03-07 05:00:00+00:00,2.6001,2.65,2.6001,2.61,1111.0,18.0,2.630001
IRON,2024-03-07 05:00:00+00:00,66.61,66.61,62.35,62.66,625127.0,7507.0,64.783562
FORTY,2024-03-07 05:00:00+00:00,77.68,77.68,77.68,77.68,259.0,15.0,77.756799
GNLN,2024-03-07 05:00:00+00:00,0.47,0.4738,0.45,0.45,16993.0,182.0,0.458789
ICMB,2024-03-07 05:00:00+00:00,3.4,3.4299,3.33,3.33,26803.0,149.0,3.379241
IMMR,2024-03-07 05:00:00+00:00,6.62,6.66,6.54,6.65,498764.0,4063.0,6.629139
IMXI,2024-03-07 05:00:00+00:00,20.65,21.3,20.65,21.01,237129.0,4247.0,21.090185
FIBK,2024-03-07 05:00:00+00:00,27.08,27.43,26.57,26.66,935744.0,13511.0,26.781375
HTLF,2024-03-07 05:00:00+00:00,35.78,36.06,34.585,35.0,286159.0,5640.0,35.090885
IOBT,2024-03-07 05:00:00+00:00,1.75,1.78,1.67,1.77,43267.0,209.0,1.737713
KTTA,2024-03-07 05:00:00+00:00,7.2933,7.375,7.2001,7.2001,1571.0,68.0,7.313222
DHC,2024-03-07 05:00:00+00:00,2.82,2.83,2.73,2.75,1709378.0,10493.0,2.772391
ESEA,2024-03-07 05:00:00+00:00,38.0,38.0,36.9,37.18,25439.0,515.0,37.299972
INMD,2024-03-07 05:00:00+00:00,22.96,23.08,22.63,22.67,716870.0,12501.0,22.804867
JCTCF,2024-03-07 05:00:00+00:00,5.05,5.35,5.05,5.35,1753.0,52.0,5.202633
ECPG,2024-03-07 05:00:00+00:00,48.43,49.13,48.0,48.94,76741.0,1993.0,48.663899
EWCZ,2024-03-07 05:00:00+00:00,15.15,15.5,14.35,14.78,976196.0,10683.0,14.798546
FGF,2024-03-07 05:00:00+00:00,1.42,1.42,1.2968,1.42,15357.0,225.0,1.392047
HQI,2024-03-07 05:00:00+00:00,12.53,12.53,12.32,12.4,21960.0,302.0,12.401976
INSG,2024-03-07 05:00:00+00:00,2.74,3.2739,2.74,3.03,123573.0,1289.0,3.0878
JBLU,2024-03-07 05:00:00+00:00,7.27,7.55,7.12,7.42,15327278.0,41959.0,7.369638
KLAC,2024-03-07 05:00:00+00:00,719.28,729.15,719.28,723.26,1056531.0,32491.0,724.399847
LAKE,2024-03-07 05:00:00+00:00,16.3593,16.75,16.23,16.59,9675.0,282.0,16.528816
EVO,2024-03-07 05:00:00+00:00,7.11,7.168,7.065,7.15,19625.0,247.0,7.110229
DRMA,2024-03-07 05:00:00+00:00,0.4284,0.4455,0.404,0.4151,95475.0,365.0,0.414054
FNKO,2024-03-07 05:00:00+00:00,6.53,6.55,6.295,6.44,697229.0,7461.0,6.576668
INDI,2024-03-07 05:00:00+00:00,6.62,6.95,6.59,6.92,2729439.0,15767.0,6.901403
EDBL,2024-03-07 05:00:00+00:00,0.41,0.42,0.38,0.39,104873.0,422.0,0.402504
HUT,2024-03-07 05:00:00+00:00,7.87,7.92,7.45,7.72,2543407.0,17698.0,7.725283
FFIV,2024-03-07 05:00:00+00:00,190.63,193.2,190.07,193.02,349487.0,11468.0,192.2319
FGFPP,2024-03-07 05:00:00+00:00,18.1,18.1,18.1,18.1,1048.0,18.0,18.095029
GECC,2024-03-07 05:00:00+00:00,10.7,10.89,10.6999,10.8899,20817.0,182.0,10.763216
FRZA,2024-03-07 05:00:00+00:00,0.55,0.5666,0.49,0.5368,92791.0,291.0,0.531102
IINNW,2024-03-07 05:00:00+00:00,0.8,0.8,0.6,0.6,7557.0,19.0,0.659774
ISRG,2024-03-07 05:00:00+00:00,393.3,396.61,390.35,392.68,1721222.0,39046.0,393.644769
KRNT,2024-03-07 05:00:00+00:00,17.68,17.72,17.35,17.63,158239.0,3317.0,17.556631
KTOS,2024-03-07 05:00:00+00:00,18.28,18.765,18.21,18.63,1243256.0,13894.0,18.606685
LARK,2024-03-07 05:00:00+00:00,20.4775,20.5471,20.18,20.23,7094.0,96.0,20.450969
FFBC,2024-03-07 05:00:00+00:00,22.36,22.55,22.007,22.16,224476.0,5258.0,22.153838
GECCZ,2024-03-07 05:00:00+00:00,25.27,25.27,25.225,25.25,24581.0,49.0,25.250833
GRDIW,2024-03-07 05:00:00+00:00,0.1,0.1,0.1,0.1,351.0,2.0,0.099992
HFWA,2024-03-07 05:00:00+00:00,19.6,19.75,19.135,19.17,136382.0,3080.0,19.279054
EXPE,2024-03-07 05:00:00+00:00,132.75,133.629,131.41,133.43,1946699.0,36339.0,132.921634
GTHX,2024-03-07 05:00:00+00:00,3.59,3.64,3.44,3.58,736997.0,5615.0,3.549573
HAS,2024-03-07 05:00:00+00:00,51.51,52.205,51.03,51.36,1581518.0,28589.0,51.442476
HYFM,2024-03-07 05:00:00+00:00,0.86,0.8631,0.83,0.83,136359.0,592.0,0.845928
GIGM,2024-03-07 05:00:00+00:00,1.28,1.28,1.26,1.28,2083.0,15.0,1.271959
ELDN,2024-03-07 05:00:00+00:00,1.71,1.74,1.6701,1.72,30340.0,218.0,1.708024
HOLO,2024-03-07 05:00:00+00:00,6.86,6.91,5.82,6.1,1973262.0,15679.0,6.189808
IPA,2024-03-07 05:00:00+00:00,2.01,2.4299,1.64,1.84,26662780.0,133947.0,2.285889
KPLT,2024-03-07 05:00:00+00:00,13.69,14.28,13.69,14.13,3745.0,122.0,14.16871
EDSA,2024-03-07 05:00:00+00:00,4.31,4.6088,4.31,4.35,5739.0,178.0,4.47185
ELVA,2024-03-07 05:00:00+00:00,3.95,4.1299,3.95,4.0,16831.0,139.0,4.008283
EQ,2024-03-07 05:00:00+00:00,2.25,2.79,2.25,2.71,296672.0,1427.0,2.521165
EXPO,2024-03-07 05:00:00+00:00,81.27,81.68,80.6,80.82,182574.0,5378.0,80.96094
GRRRW,2024-03-07 05:00:00+00:00,0.0621,0.0723,0.06,0.07,13771.0,29.0,0.062963
ITIC,2024-03-07 05:00:00+00:00,158.0,158.0,158.0,158.0,3061.0,69.0,157.840152
KURA,2024-03-07 05:00:00+00:00,23.09,23.75,21.87,22.26,1176186.0,14267.0,22.44169
EGOX,2024-03-07 05:00:00+00:00,0.1182,0.1201,0.109,0.1146,1415936.0,835.0,0.114452
FCEL,2024-03-07 05:00:00+00:00,1.2,1.23,1.1,1.11,23817012.0,30508.0,1.135668
FRME,2024-03-07 05:00:00+00:00,34.83,35.51,34.49,34.54,324146.0,5467.0,34.767525
IPXX,2024-03-07 05:00:00+00:00,10.49,10.49,10.44,10.44,68195.0,77.0,10.44893
EWTX,2024-03-07 05:00:00+00:00,17.75,17.99,17.415,17.74,625974.0,8438.0,17.634003
GILD,2024-03-07 05:00:00+00:00,72.97,74.08,72.68,73.66,9424331.0,70490.0,73.348072
JAMF,2024-03-07 05:00:00+00:00,17.52,17.65,17.19,17.25,242413.0,5521.0,17.315453
KRTX,2024-03-07 05:00:00+00:00,319.39,319.66,317.07,317.45,241697.0,4763.0,317.884413
IONS,2024-03-07 05:00:00+00:00,44.6,45.0,43.76,44.67,995611.0,16095.0,44.597008
DERM,2024-03-07 05:00:00+00:00,3.47,3.621,3.37,3.47,59215.0,390.0,3.478587
ELSE,2024-03-07 05:00:00+00:00,4.09,4.26,4.09,4.0901,1465.0,25.0,4.141659
FCNCA,2024-03-07 05:00:00+00:00,1573.21,1581.2,1552.0,1566.81,61640.0,5761.0,1568.864273
FKWL,2024-03-07 05:00:00+00:00,2.845,2.9,2.84,2.9,3108.0,40.0,2.857719
FREE,2024-03-07 05:00:00+00:00,4.78,4.78,4.76,4.77,896915.0,1350.0,4.769874
