symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BZUN,2024-03-07 05:00:00+00:00,2.45,2.49,2.37,2.41,359601.0,2116.0,2.413381
CITE,2024-03-07 05:00:00+00:00,11.05,11.05,11.04,11.05,51575.0,16.0,11.04644
ALHC,2024-03-07 05:00:00+00:00,5.37,5.5,5.35,5.39,384990.0,4213.0,5.409989
ALLK,2024-03-07 05:00:00+00:00,1.29,1.33,1.24,1.32,835343.0,6484.0,1.298978
ANSC,2024-03-07 05:00:00+00:00,10.15,10.15,10.15,10.15,25003.0,2.0,10.15
BRKH,2024-03-07 05:00:00+00:00,10.84,10.84,10.84,10.84,255.0,5.0,10.863176
CCSI,2024-03-07 05:00:00+00:00,13.59,14.27,13.435,14.06,611792.0,10278.0,14.000115
APAC,2024-03-07 05:00:00+00:00,11.1,12.6,7.63,9.0,63317.0,789.0,9.5104
APGE,2024-03-07 05:00:00+00:00,66.34,67.25,62.3901,65.24,708752.0,14759.0,64.868276
BOTJ,2024-03-07 05:00:00+00:00,11.4,11.4,11.4,11.4,233.0,36.0,11.41945
CRWD,2024-03-07 05:00:00+00:00,329.75,331.85,315.21,329.68,9623245.0,185806.0,323.878783
AMNB,2024-03-07 05:00:00+00:00,46.78,47.21,46.39,46.82,6755.0,260.0,46.857401
BTCS,2024-03-07 05:00:00+00:00,1.48,1.58,1.4517,1.57,183545.0,772.0,1.507748
CLBT,2024-03-07 05:00:00+00:00,11.66,11.765,11.48,11.67,647872.0,8029.0,11.618263
ABL,2024-03-07 05:00:00+00:00,11.21,11.33,11.11,11.23,8646.0,269.0,11.26675
ACRV,2024-03-07 05:00:00+00:00,4.76,5.3,4.7,5.13,53951.0,786.0,5.038849
ADTX,2024-03-07 05:00:00+00:00,3.49,4.1,3.38,3.95,1131356.0,8031.0,3.972843
ANIX,2024-03-07 05:00:00+00:00,3.49,3.52,3.41,3.45,98187.0,861.0,3.472468
BBLG,2024-03-07 05:00:00+00:00,2.23,2.4,2.22,2.3401,44189.0,546.0,2.325765
BPYPN,2024-03-07 05:00:00+00:00,11.71,11.9356,11.71,11.76,64280.0,419.0,11.767169
CHTR,2024-03-07 05:00:00+00:00,276.0,282.11,275.27,282.0,2295858.0,31766.0,280.003177
COFS,2024-03-07 05:00:00+00:00,26.47,26.5425,26.01,26.4,10002.0,406.0,26.291311
ANEB,2024-03-07 05:00:00+00:00,2.74,3.096,2.7,2.9058,5313.0,76.0,2.887816
ARLP,2024-03-07 05:00:00+00:00,19.33,19.82,19.28,19.75,330348.0,2116.0,19.677956
BLFS,2024-03-07 05:00:00+00:00,17.86,17.93,17.1,17.26,386617.0,6261.0,17.426024
BTCTW,2024-03-07 05:00:00+00:00,0.0265,0.0288,0.021,0.0288,10996.0,15.0,0.023066
COCP,2024-03-07 05:00:00+00:00,1.4708,1.5024,1.45,1.47,5859.0,103.0,1.472961
ACNB,2024-03-07 05:00:00+00:00,35.03,35.3055,34.84,35.1,5053.0,233.0,35.086491
BLUE,2024-03-07 05:00:00+00:00,1.47,1.505,1.4,1.45,6371541.0,13237.0,1.451591
BROGW,2024-03-07 05:00:00+00:00,0.0139,0.0139,0.0065,0.0065,3300.0,9.0,0.01098
COCO,2024-03-07 05:00:00+00:00,25.52,25.97,24.55,24.82,492799.0,9817.0,24.872683
AGNCM,2024-03-07 05:00:00+00:00,24.74,24.84,24.7,24.78,27797.0,288.0,24.740736
AHCO,2024-03-07 05:00:00+00:00,10.68,11.16,10.36,10.96,1696481.0,16273.0,10.887717
BCPC,2024-03-07 05:00:00+00:00,157.51,159.52,155.99,156.99,85660.0,2798.0,157.148727
CYTH,2024-03-07 05:00:00+00:00,1.68,1.7,1.6,1.62,32249.0,398.0,1.648517
ADUS,2024-03-07 05:00:00+00:00,99.35,101.14,99.35,100.6,164362.0,4081.0,100.425547
AGRI,2024-03-07 05:00:00+00:00,0.1764,0.1764,0.164,0.1718,687551.0,1251.0,0.169309
ALTO,2024-03-07 05:00:00+00:00,2.2,2.225,2.165,2.2,469381.0,4029.0,2.196724
BGNE,2024-03-07 05:00:00+00:00,158.04,163.1,158.04,162.25,138648.0,3820.0,161.829286
CART,2024-03-07 05:00:00+00:00,33.62,35.265,33.62,34.39,4294180.0,42932.0,34.754778
CFB,2024-03-07 05:00:00+00:00,13.05,13.16,12.88,12.95,91022.0,1561.0,12.955712
AEYE,2024-03-07 05:00:00+00:00,8.4,8.4,7.69,8.13,334216.0,2706.0,8.084069
BCAL,2024-03-07 05:00:00+00:00,16.0,16.02,15.69,15.7,16878.0,687.0,15.803235
CFBK,2024-03-07 05:00:00+00:00,21.72,21.75,21.42,21.5439,1714.0,34.0,21.604167
CINGW,2024-03-07 05:00:00+00:00,0.02,0.02,0.02,0.02,100000.0,2.0,0.02
CMLS,2024-03-07 05:00:00+00:00,3.52,3.6,3.295,3.51,176357.0,890.0,3.452437
BMRA,2024-03-07 05:00:00+00:00,1.16,1.19,1.12,1.14,15503.0,178.0,1.148108
CASI,2024-03-07 05:00:00+00:00,5.43,5.772,5.25,5.645,83675.0,1486.0,5.481934
DATS,2024-03-07 05:00:00+00:00,1.33,1.4599,1.31,1.33,58529.0,360.0,1.371934
CREVW,2024-03-07 05:00:00+00:00,0.07,0.11,0.0373,0.0651,97577.0,154.0,0.076884
DARE,2024-03-07 05:00:00+00:00,0.52,0.5209,0.4811,0.493,342139.0,778.0,0.498528
APOG,2024-03-07 05:00:00+00:00,57.07,57.2,56.52,56.67,68194.0,2508.0,56.751984
CRSR,2024-03-07 05:00:00+00:00,12.59,12.8,12.51,12.66,256333.0,5216.0,12.663059
CSQ,2024-03-07 05:00:00+00:00,16.15,16.26,16.055,16.09,213884.0,1041.0,16.10282
CSSEL,2024-03-07 05:00:00+00:00,0.0075,0.0075,0.0074,0.0074,1009.0,6.0,0.007422
AGNCN,2024-03-07 05:00:00+00:00,25.75,25.75,25.66,25.75,13214.0,209.0,25.734918
ARQ,2024-03-07 05:00:00+00:00,3.46,3.5318,3.29,3.29,34852.0,339.0,3.387674
ASTSW,2024-03-07 05:00:00+00:00,0.7301,0.77,0.69,0.69,17850.0,62.0,0.723077
CYTK,2024-03-07 05:00:00+00:00,66.88,67.67,65.05,65.84,1532006.0,20845.0,65.955033
ASCB,2024-03-07 05:00:00+00:00,11.15,11.18,11.15,11.15,704.0,11.0,11.156286
ATEX,2024-03-07 05:00:00+00:00,36.94,37.52,36.02,36.07,75948.0,2323.0,36.379698
BANX,2024-03-07 05:00:00+00:00,18.6,18.785,18.6,18.61,10412.0,98.0,18.688373
BOSC,2024-03-07 05:00:00+00:00,2.7144,2.76,2.7,2.7,5675.0,39.0,2.730033
CCLP,2024-03-07 05:00:00+00:00,2.0,2.05,1.8542,2.03,328692.0,896.0,1.984156
CRMLW,2024-03-07 05:00:00+00:00,0.0998,0.0998,0.086,0.099,50192.0,74.0,0.087061
DCFCW,2024-03-07 05:00:00+00:00,0.02,0.0249,0.0184,0.0249,20638.0,22.0,0.020101
AITR,2024-03-07 05:00:00+00:00,10.26,10.32,10.26,10.26,398349.0,28.0,10.317653
CDMO,2024-03-07 05:00:00+00:00,6.05,6.6099,5.9,6.1,14983305.0,75499.0,6.192506
CXAI,2024-03-07 05:00:00+00:00,2.11,2.3,2.06,2.12,1347310.0,5262.0,2.184686
AQMS,2024-03-07 05:00:00+00:00,0.5466,0.5475,0.52,0.523,276398.0,782.0,0.528168
BHFAL,2024-03-07 05:00:00+00:00,22.77,23.12,22.744,22.96,12671.0,329.0,22.934255
CVRX,2024-03-07 05:00:00+00:00,20.17,20.63,19.97,20.6,133754.0,2369.0,20.358416
AAOI,2024-03-07 05:00:00+00:00,15.01,15.22,14.44,14.84,1984728.0,16327.0,14.760541
ATOS,2024-03-07 05:00:00+00:00,1.19,1.25,1.08,1.1,1662698.0,4536.0,1.16894
ATXI,2024-03-07 05:00:00+00:00,0.163,0.1749,0.163,0.1744,1636006.0,2570.0,0.170186
BLKB,2024-03-07 05:00:00+00:00,73.0,74.41,72.5619,73.65,284115.0,5917.0,73.583202
BPYPP,2024-03-07 05:00:00+00:00,13.32,13.48,13.03,13.35,19426.0,220.0,13.354199
BYSI,2024-03-07 05:00:00+00:00,3.41,3.4201,2.485,2.97,783156.0,2901.0,2.852928
CONX,2024-03-07 05:00:00+00:00,10.61,10.62,10.61,10.62,505.0,15.0,10.618733
AGIO,2024-03-07 05:00:00+00:00,31.99,32.5989,31.27,31.37,580944.0,7733.0,31.621346
ALLT,2024-03-07 05:00:00+00:00,2.12,2.17,2.11,2.15,41671.0,260.0,2.140253
BFC,2024-03-07 05:00:00+00:00,84.41,84.41,82.99,83.92,12747.0,663.0,83.752901
CRDO,2024-03-07 05:00:00+00:00,21.92,22.75,21.86,22.52,1470733.0,19204.0,22.426263
AVTE,2024-03-07 05:00:00+00:00,24.13,25.85,23.46,24.4,143028.0,2505.0,24.563583
BLZE,2024-03-07 05:00:00+00:00,11.7,11.91,11.3525,11.78,233923.0,3721.0,11.649733
CDNA,2024-03-07 05:00:00+00:00,11.81,12.23,11.41,11.94,692478.0,11257.0,11.9258
CRMT,2024-03-07 05:00:00+00:00,61.96,63.735,60.69,62.3,193922.0,5805.0,62.118788
CWD,2024-03-07 05:00:00+00:00,1.175,1.2,1.13,1.2,2413.0,38.0,1.160973
ABSI,2024-03-07 05:00:00+00:00,5.38,5.51,5.03,5.13,1458191.0,11664.0,5.167763
AMRX,2024-03-07 05:00:00+00:00,5.32,5.37,5.25,5.31,927695.0,7407.0,5.300316
BUJAR,2024-03-07 05:00:00+00:00,0.16,0.2199,0.104,0.19,14225.0,53.0,0.173248
CRNX,2024-03-07 05:00:00+00:00,43.52,43.62,42.32,42.5,455418.0,8255.0,42.721935
AMWD,2024-03-07 05:00:00+00:00,95.21,96.4,94.26,96.23,115136.0,3416.0,95.455103
CATC,2024-03-07 05:00:00+00:00,65.28,66.16,64.29,64.99,18521.0,1152.0,64.855337
AUTL,2024-03-07 05:00:00+00:00,5.6,5.7482,5.39,5.39,1919275.0,10050.0,5.496054
BNGO,2024-03-07 05:00:00+00:00,1.19,1.22,1.15,1.15,1445933.0,3690.0,1.161492
DCGO,2024-03-07 05:00:00+00:00,3.95,3.98,3.77,3.79,561497.0,4756.0,3.870898
ADBE,2024-03-07 05:00:00+00:00,550.0,558.38,541.59,556.04,2589272.0,77038.0,552.629926
AKAN,2024-03-07 05:00:00+00:00,0.178,0.1838,0.1717,0.1769,178145.0,493.0,0.177387
CBRGU,2024-03-07 05:00:00+00:00,12.38,12.55,10.74,11.5,5220.0,61.0,11.980454
CHSCO,2024-03-07 05:00:00+00:00,27.37,27.42,27.2216,27.41,15459.0,198.0,27.360297
CNXC,2024-03-07 05:00:00+00:00,66.7,66.7,64.215,66.27,705713.0,16249.0,65.433911
COLM,2024-03-07 05:00:00+00:00,80.39,80.94,80.12,80.68,251409.0,6820.0,80.663129
CVLT,2024-03-07 05:00:00+00:00,99.6,100.3899,98.618,99.77,224650.0,6630.0,99.451952
ABEO,2024-03-07 05:00:00+00:00,8.7,8.805,8.19,8.25,425692.0,4828.0,8.451164
ATER,2024-03-07 05:00:00+00:00,0.46,0.5049,0.46,0.4805,1096387.0,2257.0,0.486649
DADA,2024-03-07 05:00:00+00:00,2.54,2.56,2.34,2.46,3048170.0,12834.0,2.432124
AVBP,2024-03-07 05:00:00+00:00,20.07,20.72,19.65,20.1,121599.0,4256.0,20.139875
CEVA,2024-03-07 05:00:00+00:00,23.53,24.47,23.53,24.03,118826.0,4439.0,24.120147
BCOW,2024-03-07 05:00:00+00:00,7.04,7.05,7.04,7.05,5135.0,60.0,7.05065
CRAI,2024-03-07 05:00:00+00:00,138.15,141.97,135.51,139.27,40250.0,1559.0,137.776747
CRBP,2024-03-07 05:00:00+00:00,35.86,42.6,35.86,40.32,887477.0,10383.0,39.744557
CVLY,2024-03-07 05:00:00+00:00,23.0,23.09,22.75,22.78,10085.0,441.0,22.873931
AMPH,2024-03-07 05:00:00+00:00,45.08,47.07,45.0,46.76,459518.0,10703.0,46.450553
APVO,2024-03-07 05:00:00+00:00,7.65,10.8,6.34,6.6,3616804.0,30488.0,8.350615
BOWN,2024-03-07 05:00:00+00:00,10.3801,10.41,10.3801,10.41,702.0,8.0,10.385313
BSGM,2024-03-07 05:00:00+00:00,0.64,0.64,0.57,0.591,149645.0,709.0,0.605091
CHEK,2024-03-07 05:00:00+00:00,1.91,1.93,1.78,1.87,34065.0,324.0,1.8602
CTXR,2024-03-07 05:00:00+00:00,0.72,0.7497,0.715,0.746,308541.0,1436.0,0.735359
ARTW,2024-03-07 05:00:00+00:00,1.95,1.95,1.8932,1.92,8109.0,100.0,1.924291
BHFAP,2024-03-07 05:00:00+00:00,24.22,24.45,24.105,24.19,31551.0,489.0,24.284049
BACK,2024-03-07 05:00:00+00:00,1.4271,1.52,1.4271,1.5,11995.0,111.0,1.471654
CAAS,2024-03-07 05:00:00+00:00,3.23,3.3,3.23,3.23,24126.0,172.0,3.254852
CTKB,2024-03-07 05:00:00+00:00,7.07,7.35,7.06,7.155,497787.0,7403.0,7.176517
CYCC,2024-03-07 05:00:00+00:00,2.66,2.66,2.38,2.49,53988.0,414.0,2.523572
AEI,2024-03-07 05:00:00+00:00,0.87,0.8701,0.71,0.771,395172.0,661.0,0.73008
BTTX,2024-03-07 05:00:00+00:00,0.1764,0.2,0.1748,0.1922,2520963.0,2902.0,0.187997
ALEC,2024-03-07 05:00:00+00:00,6.88,7.1,6.55,6.58,550755.0,5239.0,6.623179
APM,2024-03-07 05:00:00+00:00,7.2,7.73,5.52,6.99,3095686.0,25646.0,6.675608
ASML,2024-03-07 05:00:00+00:00,1015.67,1056.34,1014.82,1047.39,1558524.0,62617.0,1039.022038
CXAIW,2024-03-07 05:00:00+00:00,0.1026,0.1468,0.1023,0.1104,87669.0,198.0,0.118592
BLFY,2024-03-07 05:00:00+00:00,9.08,9.13,8.934,8.99,23226.0,617.0,9.005461
CSCO,2024-03-07 05:00:00+00:00,49.44,49.48,48.825,48.9,18718029.0,106107.0,49.006287
ADV,2024-03-07 05:00:00+00:00,3.62,3.79,3.6,3.74,378517.0,4477.0,3.722349
BBGI,2024-03-07 05:00:00+00:00,0.8469,0.8469,0.819,0.826,25817.0,139.0,0.839689
BRNS,2024-03-07 05:00:00+00:00,2.6543,2.8,2.5296,2.65,2504.0,65.0,2.652035
CMTL,2024-03-07 05:00:00+00:00,6.18,6.2,5.98,6.07,184953.0,2319.0,6.055629
ACHV,2024-03-07 05:00:00+00:00,4.5,4.5,4.27,4.38,107311.0,681.0,4.379025
ADTN,2024-03-07 05:00:00+00:00,6.24,6.3501,6.165,6.31,629993.0,6378.0,6.291888
APRE,2024-03-07 05:00:00+00:00,8.15,8.4,7.4,7.45,28563.0,307.0,7.934845
CJJD,2024-03-07 05:00:00+00:00,2.86,2.9851,2.7101,2.88,145881.0,2150.0,2.878756
CUBA,2024-03-07 05:00:00+00:00,2.71,2.725,2.71,2.71,56825.0,177.0,2.718181
ADPT,2024-03-07 05:00:00+00:00,3.64,3.7595,3.44,3.45,1380193.0,10058.0,3.534851
ALGM,2024-03-07 05:00:00+00:00,30.87,31.825,30.665,31.29,1652820.0,22337.0,31.428567
BATRK,2024-03-07 05:00:00+00:00,38.33,38.87,38.28,38.77,118241.0,3055.0,38.715997
BLMN,2024-03-07 05:00:00+00:00,29.6,29.8599,29.38,29.72,1570579.0,20124.0,29.683905
AIRTP,2024-03-07 05:00:00+00:00,17.4,17.4,17.0,17.0,5940.0,45.0,17.053512
ASYS,2024-03-07 05:00:00+00:00,4.87,4.9097,4.69,4.76,85898.0,608.0,4.772148
CABA,2024-03-07 05:00:00+00:00,22.5,23.1697,22.1,22.34,797997.0,11609.0,22.578679
CELU,2024-03-07 05:00:00+00:00,4.3,5.5,4.28,5.49,317619.0,1967.0,4.948809
CFLT,2024-03-07 05:00:00+00:00,33.79,33.89,32.64,33.28,4386463.0,44629.0,33.183533
CLBK,2024-03-07 05:00:00+00:00,16.68,16.7775,16.505,16.57,50917.0,1240.0,16.582487
ASRV,2024-03-07 05:00:00+00:00,2.59,2.66,2.51,2.57,20958.0,240.0,2.604687
BIIB,2024-03-07 05:00:00+00:00,219.92,219.92,216.69,219.36,1098458.0,26346.0,218.661182
BLBX,2024-03-07 05:00:00+00:00,2.72,2.72,2.6,2.6,4621.0,72.0,2.657126
BTSGU,2024-03-07 05:00:00+00:00,38.51,39.2,38.27,38.27,131629.0,180.0,38.432803
ADD,2024-03-07 05:00:00+00:00,0.2451,0.2452,0.2115,0.2385,117350.0,415.0,0.229078
AGEN,2024-03-07 05:00:00+00:00,0.71,0.7188,0.6847,0.7012,4119137.0,8593.0,0.699047
CARM,2024-03-07 05:00:00+00:00,2.64,2.67,2.45,2.48,52351.0,845.0,2.53904
CHKP,2024-03-07 05:00:00+00:00,158.59,159.31,157.04,158.41,617909.0,11941.0,158.115772
CLDX,2024-03-07 05:00:00+00:00,48.57,49.06,46.84,46.96,760471.0,12915.0,47.490487
CLOV,2024-03-07 05:00:00+00:00,0.82,0.827,0.7951,0.8,14270607.0,14560.0,0.802539
ADIL,2024-03-07 05:00:00+00:00,2.11,2.5,1.9,2.12,2032994.0,10059.0,2.233166
BLDEW,2024-03-07 05:00:00+00:00,0.205,0.21,0.2049,0.21,13396.0,51.0,0.205703
CRUS,2024-03-07 05:00:00+00:00,92.37,95.547,92.37,94.26,343067.0,8981.0,94.500351
DBX,2024-03-07 05:00:00+00:00,23.95,24.205,23.515,24.15,4543978.0,44433.0,23.970475
AMSF,2024-03-07 05:00:00+00:00,53.3,53.345,52.5,52.5,95729.0,2947.0,52.664631
BMEA,2024-03-07 05:00:00+00:00,15.97,16.7499,14.89,15.9,1515128.0,17447.0,15.776516
CLLS,2024-03-07 05:00:00+00:00,2.57,2.58,2.4501,2.51,39127.0,207.0,2.526553
CNTA,2024-03-07 05:00:00+00:00,11.26,11.64,10.8,11.06,204973.0,2103.0,11.170696
COOLW,2024-03-07 05:00:00+00:00,0.1218,0.1583,0.12,0.1583,46459.0,29.0,0.122285
ADAP,2024-03-07 05:00:00+00:00,1.75,1.85,1.62,1.74,2525975.0,6962.0,1.763477
BCOV,2024-03-07 05:00:00+00:00,2.07,2.085,2.0,2.01,110000.0,1009.0,2.037432
CAKE,2024-03-07 05:00:00+00:00,37.01,37.07,36.3801,36.71,531129.0,11877.0,36.717903
CELH,2024-03-07 05:00:00+00:00,87.86,90.25,87.54,89.56,3781500.0,48146.0,89.076209
CLVR,2024-03-07 05:00:00+00:00,3.77,3.77,3.35,3.55,4514.0,154.0,3.514853
CNET,2024-03-07 05:00:00+00:00,0.883,0.949,0.86,0.949,10877.0,67.0,0.879718
ATCOL,2024-03-07 05:00:00+00:00,24.446,24.446,24.435,24.435,260.0,5.0,24.441492
ATLCZ,2024-03-07 05:00:00+00:00,25.24,25.3399,25.2,25.3,9888.0,48.0,25.236096
BCDAW,2024-03-07 05:00:00+00:00,0.023,0.023,0.022,0.022,12226.0,6.0,0.022129
AIB,2024-03-07 05:00:00+00:00,11.55,11.55,11.55,11.55,112.0,5.0,11.559643
AKAM,2024-03-07 05:00:00+00:00,111.84,113.14,110.69,112.83,2504416.0,35425.0,112.397327
ATPC,2024-03-07 05:00:00+00:00,0.358,0.358,0.3402,0.351,136315.0,255.0,0.347958
CELUW,2024-03-07 05:00:00+00:00,0.0418,0.046,0.0303,0.042,22149.0,36.0,0.042363
CNOBP,2024-03-07 05:00:00+00:00,19.18,19.24,19.05,19.09,3191.0,92.0,19.098638
CSX,2024-03-07 05:00:00+00:00,38.41,38.46,37.87,37.92,7918703.0,47428.0,38.063772
DBVT,2024-03-07 05:00:00+00:00,0.84,0.86,0.825,0.826,52924.0,133.0,0.834177
AGBA,2024-03-07 05:00:00+00:00,0.427,0.427,0.3805,0.396,219389.0,472.0,0.400211
BRSH,2024-03-07 05:00:00+00:00,0.049,0.0509,0.0482,0.0509,6141540.0,4623.0,0.050008
CATY,2024-03-07 05:00:00+00:00,41.05,41.18,40.505,40.63,206259.0,3801.0,40.671616
CLSK,2024-03-07 05:00:00+00:00,16.49,17.9901,15.91,17.82,35708761.0,145041.0,17.076481
CPBI,2024-03-07 05:00:00+00:00,10.21,10.2985,10.21,10.25,17079.0,149.0,10.270445
APPN,2024-03-07 05:00:00+00:00,35.4,36.91,35.2,36.57,593041.0,10429.0,36.448668
BIVI,2024-03-07 05:00:00+00:00,0.82,0.8302,0.73,0.7452,4420934.0,13519.0,0.779347
BMBL,2024-03-07 05:00:00+00:00,10.8,10.94,10.65,10.75,3372236.0,25018.0,10.751977
CENX,2024-03-07 05:00:00+00:00,11.06,11.725,11.0376,11.38,1316754.0,14548.0,11.403892
ADI,2024-03-07 05:00:00+00:00,193.68,199.385,193.68,198.24,4031329.0,67348.0,197.883403
AFJKU,2024-03-07 05:00:00+00:00,10.37,10.37,10.37,10.37,10829.0,31.0,10.370088
CARV,2024-03-07 05:00:00+00:00,1.7,1.74,1.66,1.74,5172.0,118.0,1.70313
COOL,2024-03-07 05:00:00+00:00,10.98,10.98,10.87,10.8814,8598.0,43.0,10.898934
BFIN,2024-03-07 05:00:00+00:00,10.02,10.2,10.0,10.02,83456.0,184.0,10.13966
COLL,2024-03-07 05:00:00+00:00,36.97,37.23,36.46,37.2,332330.0,6388.0,36.984938
BUJA,2024-03-07 05:00:00+00:00,10.45,10.45,10.45,10.45,428.0,2.0,10.450093
AKYA,2024-03-07 05:00:00+00:00,5.01,5.41,4.74,4.76,229162.0,2979.0,4.935636
ATRO,2024-03-07 05:00:00+00:00,18.61,18.885,18.45,18.5,92310.0,2128.0,18.628307
ATXG,2024-03-07 05:00:00+00:00,1.02,1.02,0.974,0.98,18722.0,179.0,0.992521
CECO,2024-03-07 05:00:00+00:00,20.35,21.23,20.32,20.56,312870.0,5827.0,20.639731
CMAX,2024-03-07 05:00:00+00:00,15.28,15.86,13.42,13.96,92082.0,1444.0,14.559061
ACON,2024-03-07 05:00:00+00:00,0.37,0.372,0.3276,0.3367,594858.0,849.0,0.342511
AIMDW,2024-03-07 05:00:00+00:00,0.05,0.05,0.0402,0.0402,7048.0,28.0,0.044179
BNR,2024-03-07 05:00:00+00:00,0.8105,0.8412,0.78,0.78,24140.0,196.0,0.825192
AMSWA,2024-03-07 05:00:00+00:00,11.29,11.34,11.18,11.24,103932.0,2023.0,11.247719
CCB,2024-03-07 05:00:00+00:00,38.76,39.0,37.75,37.94,35601.0,1239.0,38.212425
CGTX,2024-03-07 05:00:00+00:00,2.06,2.08,1.95,1.97,199039.0,1497.0,2.001612
DALN,2024-03-07 05:00:00+00:00,4.0,4.08,3.98,4.02,12549.0,163.0,4.01842
ADP,2024-03-07 05:00:00+00:00,243.76,245.97,243.25,244.25,2444048.0,43767.0,244.461958
BFRIW,2024-03-07 05:00:00+00:00,0.05,0.055,0.0357,0.04,7056.0,18.0,0.047384
CELC,2024-03-07 05:00:00+00:00,18.38,18.665,17.72,17.94,125897.0,1486.0,18.063379
CNTX,2024-03-07 05:00:00+00:00,1.1,1.18,1.1,1.15,46887.0,182.0,1.152334
CRGO,2024-03-07 05:00:00+00:00,2.51,2.54,2.36,2.42,14142.0,84.0,2.481507
APWC,2024-03-07 05:00:00+00:00,1.32,1.36,1.31,1.31,2060.0,21.0,1.327158
BROG,2024-03-07 05:00:00+00:00,2.1,2.14,2.1,2.14,893.0,52.0,2.150669
AXSM,2024-03-07 05:00:00+00:00,72.21,74.53,71.76,72.04,1095558.0,13111.0,72.764421
CRON,2024-03-07 05:00:00+00:00,1.96,1.99,1.91,1.97,1265756.0,4109.0,1.954738
CYRX,2024-03-07 05:00:00+00:00,17.51,17.74,17.15,17.37,827893.0,3907.0,17.361825
AONCW,2024-03-07 05:00:00+00:00,0.33,0.33,0.3299,0.33,337.0,3.0,0.32997
ATRC,2024-03-07 05:00:00+00:00,38.06,39.045,37.09,37.17,680378.0,8343.0,38.058052
AVNW,2024-03-07 05:00:00+00:00,35.49,35.905,32.79,35.72,98463.0,2306.0,35.620222
CHCO,2024-03-07 05:00:00+00:00,105.89,105.89,104.14,104.14,43368.0,1840.0,104.474371
COYA,2024-03-07 05:00:00+00:00,9.48,9.7,8.91,8.96,70011.0,926.0,9.283994
CVIIW,2024-03-07 05:00:00+00:00,0.3274,0.3786,0.3082,0.31,26105.0,248.0,0.338933
ALGN,2024-03-07 05:00:00+00:00,308.17,312.77,306.5575,310.8,460390.0,12570.0,310.62203
ALKS,2024-03-07 05:00:00+00:00,29.26,29.54,28.98,29.45,1966766.0,20739.0,29.355883
BFRI,2024-03-07 05:00:00+00:00,1.04,1.25,0.94,1.19,424432.0,1356.0,1.105534
AQB,2024-03-07 05:00:00+00:00,2.2,2.45,2.2,2.29,46772.0,432.0,2.349177
BDTX,2024-03-07 05:00:00+00:00,4.43,4.57,4.16,4.2,524952.0,4865.0,4.28155
DCTH,2024-03-07 05:00:00+00:00,3.96,4.01,3.92,3.99,79697.0,1181.0,3.989049
ACB,2024-03-07 05:00:00+00:00,3.01,3.1799,2.9599,3.06,1125902.0,8985.0,3.077291
ARBK,2024-03-07 05:00:00+00:00,2.0,2.0,1.8599,1.89,427090.0,2241.0,1.916216
BBLGW,2024-03-07 05:00:00+00:00,13.99,17.04,13.99,17.03,2632.0,75.0,15.552568
CMPS,2024-03-07 05:00:00+00:00,11.37,11.72,10.87,11.28,1515333.0,9222.0,11.27651
AFJK,2024-03-07 05:00:00+00:00,10.185,10.185,10.18,10.18,1492.0,12.0,10.18265
ASTR,2024-03-07 05:00:00+00:00,0.86,0.9,0.5209,0.584,1103337.0,3849.0,0.616974
BRLS,2024-03-07 05:00:00+00:00,8.3,9.0,7.9,8.01,17122.0,331.0,8.309218
CPRT,2024-03-07 05:00:00+00:00,55.14,55.38,54.94,55.21,4222239.0,40460.0,55.22782
CTLP,2024-03-07 05:00:00+00:00,6.35,6.39,6.29,6.36,157641.0,2196.0,6.352846
ACHC,2024-03-07 05:00:00+00:00,85.09,85.96,83.47,83.66,473351.0,9765.0,83.937793
AIRS,2024-03-07 05:00:00+00:00,6.08,6.08,5.78,5.79,34037.0,684.0,5.891264
ATGL,2024-03-07 05:00:00+00:00,4.22,4.4185,4.11,4.2,11006.0,259.0,4.236994
ATLC,2024-03-07 05:00:00+00:00,30.96,31.4,30.76,30.92,12355.0,705.0,31.007
BLRX,2024-03-07 05:00:00+00:00,1.28,1.28,1.23,1.2366,108689.0,357.0,1.261444
BFST,2024-03-07 05:00:00+00:00,22.32,22.67,22.27,22.33,25101.0,564.0,22.349146
BRZE,2024-03-07 05:00:00+00:00,54.51,54.745,53.14,53.22,836111.0,12258.0,53.645485
ADSK,2024-03-07 05:00:00+00:00,252.89,256.09,250.89,253.84,1361023.0,26718.0,253.614121
AMSC,2024-03-07 05:00:00+00:00,13.99,14.58,13.86,14.4,472076.0,6145.0,14.300797
ATOM,2024-03-07 05:00:00+00:00,6.69,6.94,6.62,6.84,111248.0,1614.0,6.830048
BASE,2024-03-07 05:00:00+00:00,27.98,29.695,27.98,29.26,770964.0,11824.0,29.21282
CDZIP,2024-03-07 05:00:00+00:00,14.9851,15.0,14.7,14.7,9524.0,76.0,14.945808
CINF,2024-03-07 05:00:00+00:00,118.0,118.27,116.75,117.23,1110345.0,19819.0,117.307673
AGYS,2024-03-07 05:00:00+00:00,77.94,79.52,77.649,78.21,177851.0,5271.0,78.481853
ATMCW,2024-03-07 05:00:00+00:00,0.0165,0.0165,0.0165,0.0165,104.0,2.0,0.0165
ALZN,2024-03-07 05:00:00+00:00,1.07,1.1,1.0,1.06,126694.0,458.0,1.037352
CVGI,2024-03-07 05:00:00+00:00,6.43,6.44,6.14,6.2,226817.0,1513.0,6.243374
